names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,cell_type
HU08G02214,4.2421823,3.4516137,2.2135661159311446e-05,0.003910398485691102,0.8571428571428571,EN-LIKE
HU08G02096,4.2364845,3.9034996,2.2704665711024125e-05,0.003985531034780089,0.7857142857142857,EN-LIKE
HU04G00169,4.2051454,3.401388,2.6091451433739784e-05,0.004551235254809893,0.8571428571428571,EN-LIKE
HU05G01438,4.185202,3.8725164,2.8491240826142938e-05,0.004928663964716195,0.7857142857142857,EN-LIKE
HU08G02082,4.1842523,3.7935529,2.861059665834892e-05,0.004928663964716195,0.7857142857142857,EN-LIKE
HU05G02236,4.1633596,4.723916,3.1359871279584866e-05,0.005335987913737952,0.7142857142857143,EN-LIKE
HU04G01864,4.1614604,3.7465334,3.1621886064027185e-05,0.005347762256010939,0.7857142857142857,EN-LIKE
HU07G02147,4.136769,3.6402552,3.5223049410788054e-05,0.005920674396413373,0.7857142857142857,EN-LIKE
HU09G01633,4.1044803,4.3850965,4.052251573292093e-05,0.006729892058997378,0.7142857142857143,EN-LIKE
HU03G01715,4.1025805,31.206991,4.085671874252836e-05,0.006745006513833476,0.6428571428571429,EN-LIKE
HU09G02047,4.0911846,2.3445518,4.2917515713454325e-05,0.007043297623151809,1.0,EN-LIKE
HU09G00467,4.0807385,8.68998,4.489287577367506e-05,0.007324140644605163,0.6428571428571429,EN-LIKE
HU05G02038,4.072191,7.8330135,4.657291020036143e-05,0.007553799207058622,0.6428571428571429,EN-LIKE
HU02G00140,4.0626945,8.14297,4.8509487913734005e-05,0.007776940157730708,0.6428571428571429,EN-LIKE
HU02G03072,4.053198,2.7607176,5.0522242673753246e-05,0.008053071267566358,0.9285714285714286,EN-LIKE
HU02G00798,4.041802,7.010962,5.304206222392958e-05,0.008406409118746782,0.6428571428571429,EN-LIKE
HU08G01333,4.0285063,4.0907135,5.6132338265500595e-05,0.008831243492027213,0.7142857142857143,EN-LIKE
HU05G01944,4.027557,6.5977497,5.6359477125971396e-05,0.008831243492027213,0.6428571428571429,EN-LIKE
HU10G01948,4.0190096,3.395714,5.84432742337408e-05,0.009055442518842464,0.7857142857142857,EN-LIKE
HU07G00966,4.0171103,6.4396086,5.891614703786298e-05,0.009077996322750722,0.6428571428571429,EN-LIKE
HU03G01319,4.0076137,3.2715826,6.133536013951544e-05,0.009398542615853373,0.7857142857142857,EN-LIKE
HU05G01362,3.9905195,6.452028,6.592872276659249e-05,0.01004688530731562,0.6428571428571429,EN-LIKE
HU02G00554,3.9876704,3.4076083,6.672524724087824e-05,0.010112703454785562,0.7857142857142857,EN-LIKE
HU04G00133,3.924992,5.514519,8.673255273956818e-05,0.013035366944032447,0.6428571428571429,EN-LIKE
HU06G01062,3.9240425,5.323158,8.707535793736812e-05,0.013035366944032447,0.6428571428571429,EN-LIKE
HU08G01405,3.9230928,2.8186781,8.741944299946044e-05,0.013035366944032447,0.9285714285714286,EN-LIKE
HU04G00256,3.9135962,2.236387,9.093167601105758e-05,0.013486577722816482,0.9285714285714286,EN-LIKE
HU09G01920,3.8993511,2.589702,9.645084637567232e-05,0.014229065022496126,1.0,EN-LIKE
HU03G02538,3.8898544,3.5975773,0.00010030440865116002,0.014719273936190071,0.7142857142857143,EN-LIKE
HU08G00014,3.882257,2.732744,0.00010349142740919358,0.015107024943126232,0.8571428571428571,EN-LIKE
HU04G02120,3.879408,5.0146565,0.00010471101344733242,0.015205025957914998,0.6428571428571429,EN-LIKE
HU09G00355,3.8613641,2.9513638,0.00011275567870763502,0.01628791015081384,0.8571428571428571,EN-LIKE
HU09G01370,3.853767,2.6778855,0.000116314373449884,0.016693408483522475,1.0,EN-LIKE
HU09G00920,3.852817,2.8215427,0.00011676658539042221,0.016693408483522475,0.9285714285714286,EN-LIKE
HU03G02561,3.8442702,4.885782,0.00012091176995873031,0.01719737405028403,0.6428571428571429,EN-LIKE
HU10G00755,3.8148303,2.6124594,0.00013627655176942058,0.01918593991535472,0.9285714285714286,EN-LIKE
HU03G00803,3.810082,3.6556869,0.00013892074116679943,0.019459428061925164,0.7142857142857143,EN-LIKE
HU01G00713,3.804384,4.714602,0.00014215756063981784,0.01981276353942386,0.6428571428571429,EN-LIKE
HU08G01154,3.7929878,2.9315364,0.00014884544013853642,0.02064114141121154,0.8571428571428571,EN-LIKE
HU03G00581,3.789189,3.4750056,0.0001511397936435585,0.020855035704995497,0.7142857142857143,EN-LIKE
HU05G02147,3.7863402,2.6769779,0.000152882363572552,0.020991051255865,0.9285714285714286,EN-LIKE
HU07G02087,3.774944,4.5256844,0.00016004355163710902,0.021866048791405017,0.6428571428571429,EN-LIKE
HU05G02119,3.7701957,4.7329783,0.0001631195613445263,0.02217706389161979,0.6428571428571429,EN-LIKE
HU02G03343,3.7625983,3.5038471,0.00016815713540060696,0.022750430001638216,0.7142857142857143,EN-LIKE
HU05G02185,3.7474036,2.3458126,0.00017867445367401413,0.024055999867227097,1.0,EN-LIKE
HU06G01932,3.7455044,4.3866673,0.00018003177790938484,0.024121649083655983,0.6428571428571429,EN-LIKE
HU11G00460,3.7417057,4.460762,0.00018277556187407836,0.02437153946431521,0.6428571428571429,EN-LIKE
HU08G02059,3.7360075,4.507155,0.00018696504563330834,0.024810887754257452,0.6428571428571429,EN-LIKE
HU06G00205,3.7341082,2.4637814,0.00018838148345706873,0.024879811636580006,0.8571428571428571,EN-LIKE
HU08G01103,3.7284102,2.6786122,0.00019269155311157392,0.02520896332806369,0.8571428571428571,EN-LIKE
HU02G02543,3.7284102,4.4096622,0.00019269155311157392,0.02520896332806369,0.6428571428571429,EN-LIKE
